Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,PromotionRatio,IncomePerYear,RoleStabilityRatio,AgeGroup,SatisfactionScore,LowSatisfactionFlag,Cluster
0.4463504035345031,1,1,0.7425265337769018,-1.010909342912418,2,2,0,1.3831382668932737,3,2,4,-0.1086219598904873,0.7260199409380492,2.1251359240839385,1,-1.1505541015749308,3,1,0,-0.4240732797786506,-2.171981830933257,1,-0.1646131090542286,-0.063295899399149,-0.6791456840737199,0.2458339946348354,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.0,665.8888888888889,0.5714285714285714,1,2.333333333333333,0,2
1.3223652142096962,0,2,-1.2977746019136118,-0.1471497200137397,1,3,1,-0.2406767700620191,2,2,2,-0.2922807241739462,1.4888761391146892,-0.6780493930322936,0,2.1293060069870897,4,4,1,-0.1645986819536281,0.1557070814399298,3,0.4885077284888646,0.7649976209279952,-0.3687152874355457,0.8065414765793012,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0909090909090909,466.3636363636364,0.6363636363636364,2,3.0,0,0
0.0083429981969065,1,1,1.4143632382387843,-0.8875151110697495,2,4,1,1.2847252343505289,2,1,3,-0.9392362785444152,-1.6748408610979753,1.324225833479301,1,-0.0572673987209239,3,2,0,-0.5538105786911619,0.1557070814399298,3,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,261.25,0.0,1,3.0,0,7
-0.42966440714069,0,2,1.4614661806180305,-0.7641208792270812,4,4,0,-0.4867093514188816,3,1,3,-0.7649413446531605,1.2432105837696696,-0.6780493930322936,1,-1.1505541015749308,3,3,0,-0.4240732797786506,0.1557070814399298,3,0.161947309717318,0.7649976209279952,0.2521455058408027,-1.1559347102263289,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.3333333333333333,323.22222222222223,0.7777777777777778,1,3.333333333333333,0,0
-1.0866755151470848,0,1,-0.5242947060017769,-0.8875151110697495,1,1,1,-1.2740136117608418,3,1,2,-0.6459781358067487,0.3258998974213038,2.5255909693862573,0,-0.8772324258614291,3,4,1,-0.6835478776036732,0.1557070814399298,3,-0.8177339465973219,-0.6154915796172451,-0.0582848907973714,-0.5952272282818631,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6666666666666666,495.4285714285714,0.6666666666666666,0,2.333333333333333,0,0
-0.5391662584750891,0,2,0.5020536174196967,-0.8875151110697495,2,4,1,0.645040522822686,3,1,4,-0.7311038666449683,-0.3441992832909694,-1.0785044383346123,0,-0.6039107501479274,3,3,0,-0.4240732797786506,-0.6201892226844657,2,-0.0013328996684553,0.7649976209279952,0.2521455058408027,0.5261877356070683,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.375,340.8888888888889,0.875,1,3.6666666666666665,0,0
2.417383727553688,0,1,1.2928872289449382,-0.7641208792270812,3,3,0,0.743453555365431,4,1,1,-0.8158039688289968,-0.6112270608399039,0.523315742874663,1,1.3093409798465847,4,1,3,0.0948759158713943,0.1557070814399298,2,-0.9810141559830952,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0,205.3846153846154,0.0,2,1.6666666666666667,1,0
-0.7581699611438873,0,1,1.3771767047814845,1.827157989468953,1,4,1,0.0545623275662159,3,1,3,-0.8109092393057992,-0.1374635670938734,-0.6780493930322936,0,1.855984331273588,4,2,1,-1.3322343721662295,-0.6201892226844657,3,-0.9810141559830952,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0,1346.5,0.0,0,3.0,0,0
0.1178448495313057,0,2,-1.4539580424342708,1.7037637576262843,3,4,1,-1.0771875466753518,2,3,3,0.6432510577380874,-0.7766437419846911,-1.0785044383346123,0,1.5826626555600865,4,2,0,-0.1645986819536281,-0.6201892226844657,3,0.3252275191030913,0.7649976209279952,-0.3687152874355457,1.086895217551534,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.1,866.0,0.7,1,3.0,0,8
-0.1011588531374925,0,1,1.230909673182772,2.197340684996958,3,3,1,1.3831382668932737,3,2,3,-0.2695095911747224,0.3181701459659399,1.324225833479301,0,-0.6039107501479274,3,2,2,0.7435624104339507,0.1557070814399298,2,-0.0013328996684553,0.7649976209279952,1.4938670923934996,0.8065414765793012,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.875,290.94444444444446,0.875,1,2.6666666666666665,0,0
-0.2106607044718917,0,1,0.016149580244313,0.8400041347276065,3,1,1,0.8910731041795485,4,1,2,-0.8677306646403108,0.304397134281837,-1.0785044383346123,0,-0.6039107501479274,3,3,1,-0.6835478776036732,1.707499689688721,3,-0.3278933184400019,-0.063295899399149,-0.6791456840737199,-0.3148734873096303,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0,346.57142857142856,0.6666666666666666,1,2.0,1,0
-0.8676718124782865,0,1,-1.61014148295493,0.7166099028849382,2,4,0,-0.8311549653184892,2,2,3,-0.4916877486624756,-0.2292367980093755,-1.0785044383346123,1,-0.8772324258614291,3,4,0,-0.1645986819536281,0.1557070814399298,3,0.3252275191030913,0.212801940709899,-0.6791456840737199,1.086895217551534,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,381.1818181818182,0.5,0,3.6666666666666665,0,0
-0.6486681098094882,0,1,-0.3284456297933313,2.073946453154289,1,1,1,-1.7168722582031943,3,1,3,-0.7645157159989695,0.1204290496441764,-0.6780493930322936,0,0.4893759527060795,3,4,1,-0.8132851765161844,-1.3960855268088614,2,-0.3278933184400019,-0.6154915796172451,0.5625759024789769,-0.3148734873096303,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.6666666666666666,485.1666666666667,0.3333333333333333,1,2.6666666666666665,0,0
-0.3201625558062908,0,1,1.3474274780156446,1.2101868302556114,2,2,1,1.333931750621901,3,1,4,-0.8177192977728568,-0.7807194291157011,-1.0785044383346123,0,-1.1505541015749308,3,3,1,-1.072759774341207,-0.6201892226844657,3,-0.8177339465973219,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.3333333333333333,665.25,0.6666666666666666,1,3.0,0,0
-0.9771736638126856,1,1,-1.7340965944792623,1.827157989468953,3,3,1,-0.7819484490471167,2,1,3,-0.9524307668243392,-0.1919934500880768,0.9237707881769818,1,-0.3305890744344257,3,2,0,-0.6835478776036732,0.9316033855643254,3,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,-0.3148734873096303,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,289.7142857142857,0.4,0,2.6666666666666665,0,0
-0.8676718124782865,0,1,1.4540288739265703,1.456975293940948,4,2,0,-0.7327419327757442,4,3,1,0.7398687622394667,-0.5787621047273755,-0.6780493930322936,0,-1.1505541015749308,3,3,1,-0.1645986819536281,-1.3960855268088614,3,0.4885077284888646,1.3171933011460917,1.8042974890316736,1.086895217551534,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.7272727272727273,907.2727272727273,0.8181818181818182,0,2.0,1,8
-0.5391662584750891,0,1,-1.161423979236846,-0.5173324155417446,2,1,1,0.6942470390940585,4,1,2,-0.682156571412992,0.1039857601845841,-1.0785044383346123,1,-0.8772324258614291,3,4,2,-0.5538105786911619,1.707499689688721,2,-0.1646131090542286,-0.6154915796172451,-0.6791456840737199,0.2458339946348354,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,412.25,0.2857142857142857,1,2.333333333333333,0,0
-1.6341847718190805,0,0,0.7945876806171215,0.8400041347276065,2,4,1,1.4815512994360187,4,1,4,-0.7594081721486763,-0.9822551306973706,-0.6780493930322936,1,-0.6039107501479274,3,2,2,-1.3322343721662295,-0.6201892226844657,2,-0.9810141559830952,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0,1467.5,0.0,0,3.333333333333333,0,0
1.7603726195472926,0,1,1.03258149474384,-0.8875151110697495,4,1,0,0.5958340065513135,2,4,4,1.8990684019289223,1.083274999111413,-0.2775943477299747,0,0.2160542769925777,3,3,0,2.559884595209108,0.1557070814399298,3,2.9377108692754645,1.041095461037043,0.2521455058408027,0.8065414765793012,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.1153846153846153,482.09375,0.3076923076923077,2,2.6666666666666665,0,4
0.1178448495313057,0,1,-1.06969719670884,-0.8875151110697495,3,4,1,-1.0279810304039791,3,1,4,-0.5446785161092673,-1.40640767419352,0.9237707881769818,1,-1.1505541015749308,3,3,0,-0.6835478776036732,0.1557070814399298,3,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.25,563.4285714285714,0.5,1,3.6666666666666665,0,0
-1.4151810691502822,0,0,-0.3210083231018714,0.2230329755142651,2,1,0,1.4815512994360187,4,2,3,-0.5304199561938655,-0.8546439612160903,-1.0785044383346123,0,0.7626976284195812,3,4,1,-0.8132851765161844,1.707499689688721,2,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2,668.5,0.4,0,2.6666666666666665,0,7
-0.1011588531374925,1,1,1.0301023925133532,-0.0237554881710714,4,3,1,0.7926600716368035,2,1,1,-0.6589598097595771,-1.0297579669139705,1.7246808787816197,0,2.1293060069870897,4,2,0,-0.1645986819536281,0.9316033855643254,3,-0.3278933184400019,-0.339393739508197,-0.6791456840737199,-0.3148734873096303,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,309.72727272727275,0.5,1,2.0,1,5
-0.3201625558062908,0,1,-0.9507002896454808,-0.270543951856408,4,1,0,-0.6343289002329991,3,3,2,1.1684768170099025,0.9809611980295057,-1.0785044383346123,0,-1.1505541015749308,3,3,0,0.2246132147839056,0.9316033855643254,3,0.8150681472604113,0.4888997808189471,-0.0582848907973714,1.9279564404682328,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.1538461538461538,856.7142857142857,0.4615384615384615,1,2.0,1,6
-1.7436866231534796,0,1,-1.020115152099107,0.7166099028849382,2,3,1,1.4815512994360187,3,1,4,-1.0898109275376,0.6981928356987392,-0.6780493930322936,0,-0.3305890744344257,3,4,0,-1.3322343721662295,2.4833959938131165,3,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,1232.0,0.0,0,3.6666666666666665,0,0
-0.3201625558062908,1,1,-0.2565516651092185,-0.3939381836990763,1,2,1,0.841866587908176,3,1,1,-0.7540878139712875,0.3919541371307771,-0.2775943477299747,0,-1.1505541015749308,3,3,0,-0.4240732797786506,-0.6201892226844657,3,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.2,328.8888888888889,0.4,1,2.0,1,0
1.7603726195472926,0,1,1.188764935264499,-0.5173324155417446,3,3,0,-0.3882963188761366,3,5,3,2.6794585393883006,-0.5028699995292573,0.523315742874663,0,-1.1505541015749308,3,4,1,1.911198100646552,0.1557070814399298,2,1.141628566031958,2.421584661582284,0.5625759024789769,1.086895217551534,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.2666666666666666,707.1851851851852,0.8666666666666667,2,3.333333333333333,0,7
-0.5391662584750891,1,2,0.7995458850780948,0.8400041347276065,1,2,0,0.3005949089230785,1,1,1,-0.5499988742866561,-1.3537048233614937,-0.6780493930322936,1,1.855984331273588,4,2,0,-0.1645986819536281,1.707499689688721,3,0.4885077284888646,-0.6154915796172451,1.1834366957553253,0.8065414765793012,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.5454545454545454,356.27272727272725,0.1818181818181818,1,1.6666666666666667,1,0
0.5558522548689022,0,1,-0.2763844829531117,-0.1471497200137397,4,3,1,-0.8803614815898617,3,2,2,0.0684395602530094,0.964096285763257,-1.0785044383346123,0,-1.1505541015749308,3,4,1,-0.1645986819536281,-0.6201892226844657,3,0.3252275191030913,0.7649976209279952,0.5625759024789769,-0.5952272282818631,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.4,620.4545454545455,0.7,1,3.0,0,2
0.7748559575377005,0,1,-0.806912360277255,-0.270543951856408,4,1,0,-1.1756005792180968,2,3,4,0.7969030019010739,-1.7172842236347006,0.1228606975723441,0,-0.3305890744344257,3,4,1,1.6517235028215294,0.9316033855643254,3,2.447870241118145,0.4888997808189471,0.8730062991171511,3.6100788863016295,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.217391304347826,409.92,0.2608695652173913,1,3.0,0,3
