Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,PromotionRatio,IncomePerYear,RoleStabilityRatio,AgeGroup,SatisfactionScore,LowSatisfactionFlag
0.4463504035345031,1,1,0.7425265337769018,-1.0109093429124179,2,2,Female,1.3831382668932737,3,2,4,-0.10862195989048734,0.7260199409380492,2.1251359240839385,Yes,-1.1505541015749308,3,1,0,-0.42407327977865067,-2.171981830933257,1,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,0.24583399463483546,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.0,665.8888888888889,0.5714285714285714,1,2.3333333333333335,0
1.3223652142096962,0,2,-1.2977746019136118,-0.14714972001373974,1,3,Male,-0.2406767700620191,2,2,2,-0.2922807241739462,1.4888761391146892,-0.6780493930322936,No,2.1293060069870897,4,4,1,-0.16459868195362815,0.1557070814399298,3,0.48850772848886465,0.7649976209279952,-0.3687152874355457,0.8065414765793012,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.09090909090909091,466.3636363636364,0.6363636363636364,2,3.0,0
0.008342998196906572,1,1,1.4143632382387843,-0.8875151110697495,2,4,Male,1.2847252343505287,2,1,3,-0.9392362785444153,-1.6748408610979753,1.3242258334793007,Yes,-0.057267398720923963,3,2,0,-0.5538105786911619,0.1557070814399298,3,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,261.25,0.0,1,3.0,0
-0.42966440714069,0,2,1.4614661806180305,-0.7641208792270812,4,4,Female,-0.4867093514188816,3,1,3,-0.7649413446531605,1.2432105837696696,-0.6780493930322936,Yes,-1.1505541015749308,3,3,0,-0.42407327977865067,0.1557070814399298,3,0.16194730971731802,0.7649976209279952,0.2521455058408027,-1.1559347102263289,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.3333333333333333,323.22222222222223,0.7777777777777778,1,3.3333333333333335,0
-1.0866755151470848,0,1,-0.5242947060017769,-0.8875151110697495,1,1,Male,-1.2740136117608418,3,1,2,-0.6459781358067487,0.3258998974213038,2.5255909693862573,No,-0.8772324258614291,3,4,1,-0.6835478776036732,0.1557070814399298,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6666666666666666,495.42857142857144,0.6666666666666666,0,2.3333333333333335,0
-0.5391662584750891,0,2,0.5020536174196967,-0.8875151110697495,2,4,Male,0.645040522822686,3,1,4,-0.7311038666449683,-0.34419928329096944,-1.0785044383346125,No,-0.6039107501479274,3,3,0,-0.42407327977865067,-0.6201892226844657,2,-0.0013328996684553085,0.7649976209279952,0.2521455058408027,0.5261877356070683,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.375,340.8888888888889,0.875,1,3.6666666666666665,0
2.4173837275536876,0,1,1.2928872289449382,-0.7641208792270812,3,3,Female,0.743453555365431,4,1,1,-0.8158039688289968,-0.6112270608399039,0.523315742874663,Yes,1.3093409798465847,4,1,3,0.09487591587139438,0.1557070814399298,2,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0,205.3846153846154,0.0,2,1.6666666666666667,1
-0.7581699611438873,0,1,1.3771767047814845,1.827157989468953,1,4,Male,0.05456232756621595,3,1,3,-0.8109092393057992,-0.1374635670938734,-0.6780493930322936,No,1.855984331273588,4,2,1,-1.3322343721662295,-0.6201892226844657,3,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0,1346.5,0.0,0,3.0,0
0.11784484953130571,0,2,-1.4539580424342708,1.7037637576262845,3,4,Male,-1.0771875466753518,2,3,3,0.6432510577380874,-0.7766437419846911,-1.0785044383346125,No,1.5826626555600865,4,2,0,-0.16459868195362815,-0.6201892226844657,3,0.32522751910309133,0.7649976209279952,-0.3687152874355457,1.086895217551534,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.1,866.0,0.7,1,3.0,0
-0.10115885313749257,0,1,1.230909673182772,2.197340684996958,3,3,Male,1.3831382668932737,3,2,3,-0.2695095911747224,0.31817014596593995,1.3242258334793007,No,-0.6039107501479274,3,2,2,0.7435624104339507,0.1557070814399298,2,-0.0013328996684553085,0.7649976209279952,1.4938670923934996,0.8065414765793012,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.875,290.94444444444446,0.875,1,2.6666666666666665,0
-0.2106607044718917,0,1,0.016149580244313087,0.8400041347276065,3,1,Male,0.8910731041795485,4,1,2,-0.8677306646403108,0.304397134281837,-1.0785044383346125,No,-0.6039107501479274,3,3,1,-0.6835478776036732,1.707499689688721,3,-0.32789331844000197,-0.063295899399149,-0.6791456840737199,-0.3148734873096303,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0,346.57142857142856,0.6666666666666666,1,2.0,1
-0.8676718124782865,0,1,-1.6101414829549299,0.7166099028849382,2,4,Female,-0.8311549653184892,2,2,3,-0.4916877486624756,-0.22923679800937558,-1.0785044383346125,Yes,-0.8772324258614291,3,4,0,-0.16459868195362815,0.1557070814399298,3,0.32522751910309133,0.21280194070989908,-0.6791456840737199,1.086895217551534,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,381.1818181818182,0.5,0,3.6666666666666665,0
